Case,layer_name,MACs,num_cycles,MAC_per_cycle,num_cores,L1_mem,L2_mem,L1_tiling,L2_tiling
Case 3,ReluConvolution22,0,4859390,0.0,4,64000,256000,16144.0,76032.0
Case 3,ReluPooling23,0,22990,0.0,4,64000,256000,1920.0,1920.0
Case 3,FullyConnected24,0,48276,0.0,4,64000,256000,12496.0,4304.0
Case 3,ReluConvolution0,165888,162881,1.018461,2,64000,256000,9960.0,9960.0
Case 3,ReluConvolution1,55296,137862,0.401097,2,64000,256000,14040.0,14040.0
Case 3,ReluConvolution2,147456,109319,1.34886,2,64000,256000,12960.0,12960.0
Case 3,ReluConvolution3,55296,132566,0.417121,2,64000,256000,10860.0,10860.0
Case 3,ReluConvolution4,294912,323600,0.911347,2,64000,256000,9984.0,9984.0
Case 3,ReluConvolution5,27648,102029,0.270982,2,64000,256000,10968.0,10968.0
Case 3,ReluConvolution6,147456,125922,1.171011,2,64000,256000,4416.0,4416.0
Case 3,ReluConvolution7,27648,81794,0.33802,2,64000,256000,6360.0,6360.0
Case 3,ReluConvolution8,294912,243767,1.209811,2,64000,256000,7296.0,7296.0
Case 3,ReluConvolution9,55296,161701,0.341964,2,64000,256000,12720.0,12720.0
Case 3,ReluConvolution10,589824,413577,1.426153,2,64000,256000,11136.0,11136.0
Case 3,ReluConvolution11,13824,59199,0.233517,2,64000,256000,10416.0,10416.0
Case 3,ReluConvolution12,294912,206267,1.429759,2,64000,256000,12288.0,12288.0
Case 3,ReluConvolution13,0,278565,0.0,2,64000,256000,24416.0,16224.0
Case 3,ReluConvolution14,0,4710997,0.0,2,64000,256000,30464.0,22272.0
Case 3,ReluConvolution15,0,84950,0.0,2,64000,256000,23264.0,15072.0
Case 3,ReluConvolution16,0,2363660,0.0,2,64000,256000,23264.0,39552.0
Case 3,ReluConvolution17,0,152563,0.0,2,64000,256000,36032.0,27840.0
Case 3,ReluConvolution18,0,4589923,0.0,2,64000,256000,20840.0,76800.0
Case 3,ReluConvolution19,0,153410,0.0,2,64000,256000,36032.0,27840.0
Case 3,ReluConvolution20,0,4698579,0.0,2,64000,256000,20840.0,76800.0
Case 3,ReluConvolution21,0,143359,0.0,2,64000,256000,4448.0,2400.0
Case 3,ReluConvolution22,0,9426860,0.0,2,64000,256000,16144.0,76032.0
Case 3,ReluPooling23,0,23130,0.0,2,64000,256000,1920.0,1920.0
Case 3,FullyConnected24,0,78654,0.0,2,64000,256000,12496.0,4304.0
Case 3,ReluConvolution0,165888,46995,3.529907,8,64000,320000,9960.0,9960.0
Case 3,ReluConvolution1,55296,42169,1.311295,8,64000,320000,14040.0,14040.0
Case 3,ReluConvolution2,147456,30074,4.903106,8,64000,320000,12960.0,12960.0
Case 3,ReluConvolution3,55296,50328,1.098712,8,64000,320000,10860.0,10860.0
Case 3,ReluConvolution4,294912,83811,3.518774,8,64000,320000,9984.0,9984.0
Case 3,ReluConvolution5,27648,31975,0.864676,8,64000,320000,10968.0,10968.0
Case 3,ReluConvolution6,147456,33116,4.452712,8,64000,320000,4416.0,4416.0
Case 3,ReluConvolution7,27648,23273,1.187986,8,64000,320000,6360.0,6360.0
Case 3,ReluConvolution8,294912,63019,4.679731,8,64000,320000,7296.0,7296.0
Case 3,ReluConvolution9,55296,45157,1.224528,8,64000,320000,12720.0,12720.0
Case 3,ReluConvolution10,589824,105894,5.569947,8,64000,320000,11136.0,11136.0
Case 3,ReluConvolution11,13824,18477,0.748173,8,64000,320000,10416.0,10416.0
Case 3,ReluConvolution12,294912,53903,5.471161,8,64000,320000,12288.0,12288.0
Case 3,ReluConvolution13,0,74761,0.0,8,64000,320000,24416.0,16224.0
Case 3,ReluConvolution14,0,1206392,0.0,8,64000,320000,30464.0,22272.0
Case 3,ReluConvolution15,0,24171,0.0,8,64000,320000,23264.0,15072.0
Case 3,ReluConvolution16,0,1222396,0.0,8,64000,320000,23264.0,39552.0
Case 3,ReluConvolution17,0,41207,0.0,8,64000,320000,36032.0,27840.0
Case 3,ReluConvolution18,0,2374761,0.0,8,64000,320000,20840.0,76800.0
Case 3,ReluConvolution19,0,41631,0.0,8,64000,320000,36032.0,27840.0
Case 3,ReluConvolution20,0,2439618,0.0,8,64000,320000,20840.0,76800.0
Case 3,ReluConvolution21,0,38293,0.0,8,64000,320000,4448.0,2400.0
Case 3,ReluConvolution22,0,4859142,0.0,8,64000,320000,16144.0,76032.0
Case 3,ReluPooling23,0,22978,0.0,8,64000,320000,1920.0,1920.0
Case 3,FullyConnected24,0,32476,0.0,8,64000,320000,12496.0,4304.0
Case 3,ReluConvolution0,165888,85494,1.940347,4,64000,320000,9960.0,9960.0
Case 3,ReluConvolution1,55296,74420,0.743026,4,64000,320000,14040.0,14040.0
Case 3,ReluConvolution2,147456,56304,2.618926,4,64000,320000,12960.0,12960.0
Case 3,ReluConvolution3,55296,70814,0.780863,4,64000,320000,10860.0,10860.0
Case 3,ReluConvolution4,294912,163650,1.80209,4,64000,320000,9984.0,9984.0
Case 3,ReluConvolution5,27648,55206,0.500815,4,64000,320000,10968.0,10968.0
Case 3,ReluConvolution6,147456,64006,2.303784,4,64000,320000,4416.0,4416.0
Case 3,ReluConvolution7,27648,42739,0.646903,4,64000,320000,6360.0,6360.0
Case 3,ReluConvolution8,294912,123313,2.391573,4,64000,320000,7296.0,7296.0
Case 3,ReluConvolution9,55296,83911,0.658984,4,64000,320000,12720.0,12720.0
Case 3,ReluConvolution10,589824,208397,2.83029,4,64000,320000,11136.0,11136.0
Case 3,ReluConvolution11,13824,32064,0.431138,4,64000,320000,10416.0,10416.0
Case 3,ReluConvolution12,294912,104641,2.818322,4,64000,320000,12288.0,12288.0
Case 3,ReluConvolution13,0,144303,0.0,4,64000,320000,24416.0,16224.0
Case 3,ReluConvolution14,0,2372889,0.0,4,64000,320000,30464.0,22272.0
Case 3,ReluConvolution15,0,44068,0.0,4,64000,320000,23264.0,15072.0
Case 3,ReluConvolution16,0,1222438,0.0,4,64000,320000,23264.0,39552.0
Case 3,ReluConvolution17,0,78326,0.0,4,64000,320000,36032.0,27840.0
Case 3,ReluConvolution18,0,2374881,0.0,4,64000,320000,20840.0,76800.0
Case 3,ReluConvolution19,0,78545,0.0,4,64000,320000,36032.0,27840.0
Case 3,ReluConvolution20,0,2439612,0.0,4,64000,320000,20840.0,76800.0
Case 3,ReluConvolution21,0,73004,0.0,4,64000,320000,4448.0,2400.0
Case 3,ReluConvolution22,0,4859366,0.0,4,64000,320000,16144.0,76032.0
Case 3,ReluPooling23,0,23022,0.0,4,64000,320000,1920.0,1920.0
Case 3,FullyConnected24,0,48234,0.0,4,64000,320000,12496.0,4304.0
Case 3,ReluConvolution0,165888,162881,1.018461,2,64000,320000,9960.0,9960.0
Case 3,ReluConvolution1,55296,138115,0.400362,2,64000,320000,14040.0,14040.0
Case 3,ReluConvolution2,147456,109366,1.34828,2,64000,320000,12960.0,12960.0
Case 3,ReluConvolution3,55296,132571,0.417105,2,64000,320000,10860.0,10860.0
Case 3,ReluConvolution4,294912,323534,0.911533,2,64000,320000,9984.0,9984.0
Case 3,ReluConvolution5,27648,101952,0.271186,2,64000,320000,10968.0,10968.0
Case 3,ReluConvolution6,147456,125919,1.171039,2,64000,320000,4416.0,4416.0
Case 3,ReluConvolution7,27648,81793,0.338024,2,64000,320000,6360.0,6360.0
Case 3,ReluConvolution8,294912,243893,1.209186,2,64000,320000,7296.0,7296.0
Case 3,ReluConvolution9,55296,161677,0.342015,2,64000,320000,12720.0,12720.0
Case 3,ReluConvolution10,589824,413465,1.426539,2,64000,320000,11136.0,11136.0
Case 3,ReluConvolution11,13824,59239,0.23336,2,64000,320000,10416.0,10416.0
Case 3,ReluConvolution12,294912,206268,1.429752,2,64000,320000,12288.0,12288.0
Case 3,ReluConvolution13,0,278591,0.0,2,64000,320000,24416.0,16224.0
Case 3,ReluConvolution14,0,4711070,0.0,2,64000,320000,30464.0,22272.0
Case 3,ReluConvolution15,0,85043,0.0,2,64000,320000,23264.0,15072.0
Case 3,ReluConvolution16,0,2363475,0.0,2,64000,320000,23264.0,39552.0
Case 3,ReluConvolution17,0,152691,0.0,2,64000,320000,36032.0,27840.0
Case 3,ReluConvolution18,0,4590104,0.0,2,64000,320000,20840.0,76800.0
Case 3,ReluConvolution19,0,153357,0.0,2,64000,320000,36032.0,27840.0
Case 3,ReluConvolution20,0,4698630,0.0,2,64000,320000,20840.0,76800.0
Case 3,ReluConvolution21,0,143441,0.0,2,64000,320000,4448.0,2400.0
Case 3,ReluConvolution22,0,9426877,0.0,2,64000,320000,16144.0,76032.0
Case 3,ReluPooling23,0,23119,0.0,2,64000,320000,1920.0,1920.0
Case 3,FullyConnected24,0,78730,0.0,2,64000,320000,12496.0,4304.0
Case 3,ReluConvolution0,165888,46995,3.529907,8,64000,512000,9960.0,9960.0
Case 3,ReluConvolution1,55296,42169,1.311295,8,64000,512000,14040.0,14040.0
Case 3,ReluConvolution2,147456,30074,4.903106,8,64000,512000,12960.0,12960.0
Case 3,ReluConvolution3,55296,50328,1.098712,8,64000,512000,10860.0,10860.0
Case 3,ReluConvolution4,294912,83811,3.518774,8,64000,512000,9984.0,9984.0
Case 3,ReluConvolution5,27648,31975,0.864676,8,64000,512000,10968.0,10968.0
Case 3,ReluConvolution6,147456,33116,4.452712,8,64000,512000,4416.0,4416.0
Case 3,ReluConvolution7,27648,23273,1.187986,8,64000,512000,6360.0,6360.0
Case 3,ReluConvolution8,294912,63019,4.679731,8,64000,512000,7296.0,7296.0
Case 3,ReluConvolution9,55296,45157,1.224528,8,64000,512000,12720.0,12720.0
Case 3,ReluConvolution10,589824,105894,5.569947,8,64000,512000,11136.0,11136.0
Case 3,ReluConvolution11,13824,18477,0.748173,8,64000,512000,10416.0,10416.0
Case 3,ReluConvolution12,294912,53903,5.471161,8,64000,512000,12288.0,12288.0
Case 3,ReluConvolution13,0,74761,0.0,8,64000,512000,24416.0,16224.0
Case 3,ReluConvolution14,0,1206392,0.0,8,64000,512000,30464.0,22272.0
Case 3,ReluConvolution15,0,24171,0.0,8,64000,512000,23264.0,15072.0
Case 3,ReluConvolution16,0,1222396,0.0,8,64000,512000,23264.0,39552.0
Case 3,ReluConvolution17,0,41207,0.0,8,64000,512000,36032.0,27840.0
Case 3,ReluConvolution18,0,2374761,0.0,8,64000,512000,20840.0,76800.0
Case 3,ReluConvolution19,0,41631,0.0,8,64000,512000,36032.0,27840.0
Case 3,ReluConvolution20,0,2439618,0.0,8,64000,512000,20840.0,76800.0
Case 3,ReluConvolution21,0,38293,0.0,8,64000,512000,4448.0,2400.0
Case 3,ReluConvolution22,0,4859142,0.0,8,64000,512000,16144.0,76032.0
Case 3,ReluPooling23,0,22978,0.0,8,64000,512000,1920.0,1920.0
Case 3,FullyConnected24,0,32476,0.0,8,64000,512000,12496.0,4304.0
Case 3,ReluConvolution0,165888,85494,1.940347,4,64000,512000,9960.0,9960.0
Case 3,ReluConvolution1,55296,74420,0.743026,4,64000,512000,14040.0,14040.0
Case 3,ReluConvolution2,147456,56304,2.618926,4,64000,512000,12960.0,12960.0
Case 3,ReluConvolution3,55296,70814,0.780863,4,64000,512000,10860.0,10860.0
Case 3,ReluConvolution4,294912,163650,1.80209,4,64000,512000,9984.0,9984.0
Case 3,ReluConvolution5,27648,55206,0.500815,4,64000,512000,10968.0,10968.0
Case 3,ReluConvolution6,147456,64006,2.303784,4,64000,512000,4416.0,4416.0
Case 3,ReluConvolution7,27648,42739,0.646903,4,64000,512000,6360.0,6360.0
Case 3,ReluConvolution8,294912,123313,2.391573,4,64000,512000,7296.0,7296.0
Case 3,ReluConvolution9,55296,83911,0.658984,4,64000,512000,12720.0,12720.0
Case 3,ReluConvolution10,589824,208397,2.83029,4,64000,512000,11136.0,11136.0
Case 3,ReluConvolution11,13824,32064,0.431138,4,64000,512000,10416.0,10416.0
Case 3,ReluConvolution12,294912,104641,2.818322,4,64000,512000,12288.0,12288.0
Case 3,ReluConvolution13,0,144303,0.0,4,64000,512000,24416.0,16224.0
Case 3,ReluConvolution14,0,2372889,0.0,4,64000,512000,30464.0,22272.0
Case 3,ReluConvolution15,0,44068,0.0,4,64000,512000,23264.0,15072.0
Case 3,ReluConvolution16,0,1222438,0.0,4,64000,512000,23264.0,39552.0
Case 3,ReluConvolution17,0,78326,0.0,4,64000,512000,36032.0,27840.0
Case 3,ReluConvolution18,0,2374881,0.0,4,64000,512000,20840.0,76800.0
Case 3,ReluConvolution19,0,78545,0.0,4,64000,512000,36032.0,27840.0
Case 3,ReluConvolution20,0,2439612,0.0,4,64000,512000,20840.0,76800.0
Case 3,ReluConvolution21,0,73004,0.0,4,64000,512000,4448.0,2400.0
Case 3,ReluConvolution22,0,4859366,0.0,4,64000,512000,16144.0,76032.0
Case 3,ReluPooling23,0,23022,0.0,4,64000,512000,1920.0,1920.0
Case 3,FullyConnected24,0,48234,0.0,4,64000,512000,12496.0,4304.0
Case 3,ReluConvolution0,165888,162881,1.018461,2,64000,512000,9960.0,9960.0
Case 3,ReluConvolution1,55296,138115,0.400362,2,64000,512000,14040.0,14040.0
Case 3,ReluConvolution2,147456,109366,1.34828,2,64000,512000,12960.0,12960.0
Case 3,ReluConvolution3,55296,132571,0.417105,2,64000,512000,10860.0,10860.0
Case 3,ReluConvolution4,294912,323534,0.911533,2,64000,512000,9984.0,9984.0
Case 3,ReluConvolution5,27648,101952,0.271186,2,64000,512000,10968.0,10968.0
Case 3,ReluConvolution6,147456,125919,1.171039,2,64000,512000,4416.0,4416.0
Case 3,ReluConvolution7,27648,81793,0.338024,2,64000,512000,6360.0,6360.0
Case 3,ReluConvolution8,294912,243893,1.209186,2,64000,512000,7296.0,7296.0
Case 3,ReluConvolution9,55296,161677,0.342015,2,64000,512000,12720.0,12720.0
Case 3,ReluConvolution10,589824,413465,1.426539,2,64000,512000,11136.0,11136.0
Case 3,ReluConvolution11,13824,59239,0.23336,2,64000,512000,10416.0,10416.0
Case 3,ReluConvolution12,294912,206268,1.429752,2,64000,512000,12288.0,12288.0
Case 3,ReluConvolution13,0,278591,0.0,2,64000,512000,24416.0,16224.0
Case 3,ReluConvolution14,0,4711070,0.0,2,64000,512000,30464.0,22272.0
Case 3,ReluConvolution15,0,85043,0.0,2,64000,512000,23264.0,15072.0
Case 3,ReluConvolution16,0,2363475,0.0,2,64000,512000,23264.0,39552.0
Case 3,ReluConvolution17,0,152691,0.0,2,64000,512000,36032.0,27840.0
Case 3,ReluConvolution18,0,4590104,0.0,2,64000,512000,20840.0,76800.0
Case 3,ReluConvolution19,0,153357,0.0,2,64000,512000,36032.0,27840.0
Case 3,ReluConvolution20,0,4698630,0.0,2,64000,512000,20840.0,76800.0
Case 3,ReluConvolution21,0,143441,0.0,2,64000,512000,4448.0,2400.0
Case 3,ReluConvolution22,0,9426877,0.0,2,64000,512000,16144.0,76032.0
Case 3,ReluPooling23,0,23119,0.0,2,64000,512000,1920.0,1920.0
Case 3,FullyConnected24,0,78730,0.0,2,64000,512000,12496.0,4304.0
